time,vehid,x,y,z,speed
53.00,veh37,-26305.75,3.50,0.50,27.25
53.00,veh38,-27042.50,0.00,0.50,27.50
53.00,veh39,-27779.25,3.50,0.50,27.75
54.00,veh0,972.00,0.00,0.50,18.00
54.00,veh1,235.50,3.50,0.50,18.25
54.00,veh2,-501.00,0.00,0.50,18.50
54.00,veh3,-1237.50,3.50,0.50,18.75
54.00,veh4,-1974.00,0.00,0.50,19.00
54.00,veh5,-2710.50,3.50,0.50,19.25
54.00,veh6,-3447.00,0.00,0.50,19.50
54.00,veh7,-4183.50,3.50,0.50,19.75
54.00,veh8,-4920.00,0.00,0.50,20.00
54.00,veh9,-5656.50,3.50,0.50,20.25
54.00,veh10,-6393.00,0.00,0.50,20.50
54.00,veh11,-7129.50,3.50,0.50,20.75
54.00,veh12,-7866.00,0.00,0.50,21.00
54.00,veh13,-8602.50,3.50,0.50,21.25
54.00,veh14,-9339.00,0.00,0.50,21.50
54.00,veh15,-10075.50,3.50,0.50,21.75
54.00,veh16,-10812.00,0.00,0.50,22.00
54.00,veh17,-11548.50,3.50,0.50,22.25
54.00,veh18,-12285.00,0.00,0.50,22.50
54.00,veh19,-13021.50,3.50,0.50,22.75
54.00,veh20,-13758.00,0.00,0.50,23.00
54.00,veh21,-14494.50,3.50,0.50,23.25
54.00,veh22,-15231.00,0.00,0.50,23.50
54.00,veh23,-15967.50,3.50,0.50,23.75
54.00,veh24,-16704.00,0.00,0.50,24.00
54.00,veh25,-17440.50,3.50,0.50,24.25
54.00,veh26,-18177.00,0.00,0.50,24.50
54.00,veh27,-18913.50,3.50,0.50,24.75
54.00,veh28,-19650.00,0.00,0.50,25.00
54.00,veh29,-20386.50,3.50,0.50,25.25
54.00,veh30,-21123.00,0.00,0.50,25.50
54.00,veh31,-21859.50,3.50,0.50,25.75
54.00,veh32,-22596.00,0.00,0.50,26.00
54.00,veh33,-23332.50,3.50,0.50,26.25
54.00,veh34,-24069.00,0.00,0.50,26.50
54.00,veh35,-24805.50,3.50,0.50,26.75
54.00,veh36,-25542.00,0.00,0.50,27.00
54.00,veh37,-26278.50,3.50,0.50,27.25
54.00,veh38,-27015.00,0.00,0.50,27.50
54.00,veh39,-27751.50,3.50,0.50,27.75
55.00,veh0,990.00,0.00,0.50,18.00
55.00,veh1,253.75,3.50,0.50,18.25
55.00,veh2,-482.50,0.00,0.50,18.50
55.00,veh3,-1218.75,3.50,0.50,18.75
55.00,veh4,-1955.00,0.00,0.50,19.00
55.00,veh5,-2691.25,3.50,0.50,19.25
55.00,veh6,-3427.50,0.00,0.50,19.50
55.00,veh7,-4163.75,3.50,0.50,19.75
55.00,veh8,-4900.00,0.00,0.50,20.00
55.00,veh9,-5636.25,3.50,0.50,20.25
55.00,veh10,-6372.50,0.00,0.50,20.50
55.00,veh11,-7108.75,3.50,0.50,20.75
55.00,veh12,-7845.00,0.00,0.50,21.00
55.00,veh13,-8581.25,3.50,0.50,21.25
55.00,veh14,-9317.50,0.00,0.50,21.50
55.00,veh15,-10053.75,3.50,0.50,21.75
55.00,veh16,-10790.00,0.00,0.50,22.00
55.00,veh17,-11526.25,3.50,0.50,22.25
55.00,veh18,-12262.50,0.00,0.50,22.50
55.00,veh19,-12998.75,3.50,0.50,22.75
55.00,veh20,-13735.00,0.00,0.50,23.00
55.00,veh21,-14471.25,3.50,0.50,23.25
55.00,veh22,-15207.50,0.00,0.50,23.50
55.00,veh23,-15943.75,3.50,0.50,23.75
55.00,veh24,-16680.00,0.00,0.50,24.00
55.00,veh25,-17416.25,3.50,0.50,24.25
55.00,veh26,-18152.50,0.00,0.50,24.50
55.00,veh27,-18888.75,3.50,0.50,24.75
55.00,veh28,-19625.00,0.00,0.50,25.00
55.00,veh29,-20361.25,3.50,0.50,25.25
55.00,veh30,-21097.50,0.00,0.50,25.50
55.00,veh31,-21833.75,3.50,0.50,25.75
55.00,veh32,-22570.00,0.00,0.50,26.00
55.00,veh33,-23306.25,3.50,0.50,26.25
55.00,veh34,-24042.50,0.00,0.50,26.50
55.00,veh35,-24778.75,3.50,0.50,26.75
55.00,veh36,-25515.00,0.00,0.50,27.00
55.00,veh37,-26251.25,3.50,0.50,27.25
55.00,veh38,-26987.50,0.00,0.50,27.50
55.00,veh39,-27723.75,3.50,0.50,27.75
56.00,veh0,1008.00,0.00,0.50,18.00
56.00,veh1,272.00,3.50,0.50,18.25
56.00,veh2,-464.00,0.00,0.50,18.50
56.00,veh3,-1200.00,3.50,0.50,18.75
56.00,veh4,-1936.00,0.00,0.50,19.00
56.00,veh5,-2672.00,3.50,0.50,19.25
56.00,veh6,-3408.00,0.00,0.50,19.50
56.00,veh7,-4144.00,3.50,0.50,19.75
56.00,veh8,-4880.00,0.00,0.50,20.00
56.00,veh9,-5616.00,3.50,0.50,20.25
56.00,veh10,-6352.00,0.00,0.50,20.50
56.00,veh11,-7088.00,3.50,0.50,20.75
56.00,veh12,-7824.00,0.00,0.50,21.00
56.00,veh13,-8560.00,3.50,0.50,21.25
56.00,veh14,-9296.00,0.00,0.50,21.50
56.00,veh15,-10032.00,3.50,0.50,21.75
56.00,veh16,-10768.00,0.00,0.50,22.00
56.00,veh17,-11504.00,3.50,0.50,22.25
56.00,veh18,-12240.00,0.00,0.50,22.50
56.00,veh19,-12976.00,3.50,0.50,22.75
56.00,veh20,-13712.00,0.00,0.50,23.00
56.00,veh21,-14448.00,3.50,0.50,23.25
56.00,veh22,-15184.00,0.00,0.50,23.50
56.00,veh23,-15920.00,3.50,0.50,23.75
56.00,veh24,-16656.00,0.00,0.50,24.00
56.00,veh25,-17392.00,3.50,0.50,24.25
56.00,veh26,-18128.00,0.00,0.50,24.50
56.00,veh27,-18864.00,3.50,0.50,24.75
56.00,veh28,-19600.00,0.00,0.50,25.00
56.00,veh29,-20336.00,3.50,0.50,25.25
56.00,veh30,-21072.00,0.00,0.50,25.50
56.00,veh31,-21808.00,3.50,0.50,25.75
56.00,veh32,-22544.00,0.00,0.50,26.00
56.00,veh33,-23280.00,3.50,0.50,26.25
56.00,veh34,-24016.00,0.00,0.50,26.50
56.00,veh35,-24752.00,3.50,0.50,26.75
56.00,veh36,-25488.00,0.00,0.50,27.00
56.00,veh37,-26224.00,3.50,0.50,27.25
56.00,veh38,-26960.00,0.00,0.50,27.50
56.00,veh39,-27696.00,3.50,0.50,27.75
57.00,veh0,1026.00,0.00,0.50,18.00
57.00,veh1,290.25,3.50,0.50,18.25
57.00,veh2,-445.50,0.00,0.50,18.50
57.00,veh3,-1181.25,3.50,0.50,18.75
57.00,veh4,-1917.00,0.00,0.50,19.00
57.00,veh5,-2652.75,3.50,0.50,19.25
57.00,veh6,-3388.50,0.00,0.50,19.50
57.00,veh7,-4124.25,3.50,0.50,19.75
57.00,veh8,-4860.00,0.00,0.50,20.00
57.00,veh9,-5595.75,3.50,0.50,20.25
57.00,veh10,-6331.50,0.00,0.50,20.50
57.00,veh11,-7067.25,3.50,0.50,20.75
57.00,veh12,-7803.00,0.00,0.50,21.00
57.00,veh13,-8538.75,3.50,0.50,21.25
57.00,veh14,-9274.50,0.00,0.50,21.50
57.00,veh15,-10010.25,3.50,0.50,21.75
57.00,veh16,-10746.00,0.00,0.50,22.00
57.00,veh17,-11481.75,3.50,0.50,22.25
57.00,veh18,-12217.50,0.00,0.50,22.50
57.00,veh19,-12953.25,3.50,0.50,22.75
57.00,veh20,-13689.00,0.00,0.50,23.00
57.00,veh21,-14424.75,3.50,0.50,23.25
57.00,veh22,-15160.50,0.00,0.50,23.50
57.00,veh23,-15896.25,3.50,0.50,23.75
57.00,veh24,-16632.00,0.00,0.50,24.00
57.00,veh25,-17367.75,3.50,0.50,24.25
57.00,veh26,-18103.50,0.00,0.50,24.50
57.00,veh27,-18839.25,3.50,0.50,24.75
57.00,veh28,-19575.00,0.00,0.50,25.00
57.00,veh29,-20310.75,3.50,0.50,25.25
57.00,veh30,-21046.50,0.00,0.50,25.50
57.00,veh31,-21782.25,3.50,0.50,25.75
57.00,veh32,-22518.00,0.00,0.50,26.00
57.00,veh33,-23253.75,3.50,0.50,26.25
57.00,veh34,-23989.50,0.00,0.50,26.50
57.00,veh35,-24725.25,3.50,0.50,26.75
57.00,veh36,-25461.00,0.00,0.50,27.00
57.00,veh37,-26196.75,3.50,0.50,27.25
57.00,veh38,-26932.50,0.00,0.50,27.50
57.00,veh39,-27668.25,3.50,0.50,27.75
58.00,veh0,1044.00,0.00,0.50,18.00
58.00,veh1,308.50,3.50,0.50,18.25
58.00,veh2,-427.00,0.00,0.50,18.50
58.00,veh3,-1162.50,3.50,0.50,18.75
58.00,veh4,-1898.00,0.00,0.50,19.00
58.00,veh5,-2633.50,3.50,0.50,19.25
58.00,veh6,-3369.00,0.00,0.50,19.50
58.00,veh7,-4104.50,3.50,0.50,19.75
58.00,veh8,-4840.00,0.00,0.50,20.00
58.00,veh9,-5575.50,3.50,0.50,20.25
58.00,veh10,-6311.00,0.00,0.50,20.50
58.00,veh11,-7046.50,3.50,0.50,20.75
58.00,veh12,-7782.00,0.00,0.50,21.00
58.00,veh13,-8517.50,3.50,0.50,21.25
58.00,veh14,-9253.00,0.00,0.50,21.50
58.00,veh15,-9988.50,3.50,0.50,21.75
58.00,veh16,-10724.00,0.00,0.50,22.00
58.00,veh17,-11459.50,3.50,0.50,22.25
58.00,veh18,-12195.00,0.00,0.50,22.50
58.00,veh19,-12930.50,3.50,0.50,22.75
58.00,veh20,-13666.00,0.00,0.50,23.00
58.00,veh21,-14401.50,3.50,0.50,23.25
58.00,veh22,-15137.00,0.00,0.50,23.50
58.00,veh23,-15872.50,3.50,0.50,23.75
58.00,veh24,-16608.00,0.00,0.50,24.00
58.00,veh25,-17343.50,3.50,0.50,24.25
58.00,veh26,-18079.00,0.00,0.50,24.50
58.00,veh27,-18814.50,3.50,0.50,24.75
58.00,veh28,-19550.00,0.00,0.50,25.00
58.00,veh29,-20285.50,3.50,0.50,25.25
58.00,veh30,-21021.00,0.00,0.50,25.50
58.00,veh31,-21756.50,3.50,0.50,25.75
58.00,veh32,-22492.00,0.00,0.50,26.00
58.00,veh33,-23227.50,3.50,0.50,26.25
58.00,veh34,-23963.00,0.00,0.50,26.50
58.00,veh35,-24698.50,3.50,0.50,26.75
58.00,veh36,-25434.00,0.00,0.50,27.00
58.00,veh37,-26169.50,3.50,0.50,27.25
58.00,veh38,-26905.00,0.00,0.50,27.50
58.00,veh39,-27640.50,3.50,0.50,27.75
59.00,veh0,1062.00,0.00,0.50,18.00
59.00,veh1,326.75,3.50,0.50,18.25
59.00,veh2,-408.50,0.00,0.50,18.50
59.00,veh3,-1143.75,3.50,0.50,18.75
59.00,veh4,-1879.00,0.00,0.50,19.00
59.00,veh5,-2614.25,3.50,0.50,19.25
59.00,veh6,-3349.50,0.00,0.50,19.50
59.00,veh7,-4084.75,3.50,0.50,19.75
59.00,veh8,-4820.00,0.00,0.50,20.00
59.00,veh9,-5555.25,3.50,0.50,20.25
59.00,veh10,-6290.50,0.00,0.50,20.50
59.00,veh11,-7025.75,3.50,0.50,20.75
59.00,veh12,-7761.00,0.00,0.50,21.00
59.00,veh13,-8496.25,3.50,0.50,21.25
59.00,veh14,-9231.50,0.00,0.50,21.50
59.00,veh15,-9966.75,3.50,0.50,21.75
59.00,veh16,-10702.00,0.00,0.50,22.00
59.00,veh17,-11437.25,3.50,0.50,22.25
59.00,veh18,-12172.50,0.00,0.50,22.50
59.00,veh19,-12907.75,3.50,0.50,22.75
59.00,veh20,-13643.00,0.00,0.50,23.00
59.00,veh21,-14378.25,3.50,0.50,23.25
59.00,veh22,-15113.50,0.00,0.50,23.50
59.00,veh23,-15848.75,3.50,0.50,23.75
59.00,veh24,-16584.00,0.00,0.50,24.00
59.00,veh25,-17319.25,3.50,0.50,24.25
59.00,veh26,-18054.50,0.00,0.50,24.50
59.00,veh27,-18789.75,3.50,0.50,24.75
59.00,veh28,-19525.00,0.00,0.50,25.00
59.00,veh29,-20260.25,3.50,0.50,25.25
59.00,veh30,-20995.50,0.00,0.50,25.50
59.00,veh31,-21730.75,3.50,0.50,25.75
59.00,veh32,-22466.00,0.00,0.50,26.00
59.00,veh33,-23201.25,3.50,0.50,26.25
59.00,veh34,-23936.50,0.00,0.50,26.50
59.00,veh35,-24671.75,3.50,0.50,26.75
59.00,veh36,-25407.00,0.00,0.50,27.00
59.00,veh37,-26142.25,3.50,0.50,27.25
59.00,veh38,-26877.50,0.00,0.50,27.50
59.00,veh39,-27612.75,3.50,0.50,27.75
60.00,veh0,1080.00,0.00,0.50,18.00
60.00,veh1,345.00,3.50,0.50,18.25
60.00,veh2,-390.00,0.00,0.50,18.50
60.00,veh3,-1125.00,3.50,0.50,18.75
60.00,veh4,-1860.00,0.00,0.50,19.00
60.00,veh5,-2595.00,3.50,0.50,19.25
60.00,veh6,-3330.00,0.00,0.50,19.50
60.00,veh7,-4065.00,3.50,0.50,19.75
60.00,veh8,-4800.00,0.00,0.50,20.00
60.00,veh9,-5535.00,3.50,0.50,20.25
60.00,veh10,-6270.00,0.00,0.50,20.50
60.00,veh11,-7005.00,3.50,0.50,20.75
60.00,veh12,-7740.00,0.00,0.50,21.00
60.00,veh13,-8475.00,3.50,0.50,21.25
60.00,veh14,-9210.00,0.00,0.50,21.50
60.00,veh15,-9945.00,3.50,0.50,21.75
60.00,veh16,-10680.00,0.00,0.50,22.00
60.00,veh17,-11415.00,3.50,0.50,22.25
60.00,veh18,-12150.00,0.00,0.50,22.50
60.00,veh19,-12885.00,3.50,0.50,22.75
60.00,veh20,-13620.00,0.00,0.50,23.00
60.00,veh21,-14355.00,3.50,0.50,23.25
60.00,veh22,-15090.00,0.00,0.50,23.50
60.00,veh23,-15825.00,3.50,0.50,23.75
60.00,veh24,-16560.00,0.00,0.50,24.00
60.00,veh25,-17295.00,3.50,0.50,24.25
60.00,veh26,-18030.00,0.00,0.50,24.50
60.00,veh27,-18765.00,3.50,0.50,24.75
60.00,veh28,-19500.00,0.00,0.50,25.00
60.00,veh29,-20235.00,3.50,0.50,25.25
60.00,veh30,-20970.00,0.00,0.50,25.50
60.00,veh31,-21705.00,3.50,0.50,25.75
60.00,veh32,-22440.00,0.00,0.50,26.00
60.00,veh33,-23175.00,3.50,0.50,26.25
60.00,veh34,-23910.00,0.00,0.50,26.50
60.00,veh35,-24645.00,3.50,0.50,26.75
60.00,veh36,-25380.00,0.00,0.50,27.00
60.00,veh37,-26115.00,3.50,0.50,27.25
60.00,veh38,-26850.00,0.00,0.50,27.50
60.00,veh39,-27585.00,3.50,0.50,27.75
